timestamp,actual,predicted,error_percentage
2025-02-03 01:01:35,20.84643946161945,16.252116163493437,22.03888729576415
2025-02-03 01:01:37,21.067561822120226,16.2607279250861,22.816280011990337
2025-02-03 01:01:38,21.271314421862133,16.269238819599185,23.515592422074015
2025-02-03 01:01:40,21.08037891066428,16.27705314528975,22.78576578594891
2025-02-03 01:01:41,21.027195342964042,16.289117428291465,22.533095058052975
2025-02-03 01:01:43,21.259511219415636,16.299849219055254,23.329144067201696
2025-02-03 01:01:45,21.673057079627654,16.309489051147086,24.74763024327676
2025-02-03 01:01:46,21.323073056694582,16.31840989950982,23.470646767837717
2025-02-03 01:01:48,21.80250180697805,16.325721027615018,25.119964799682528
2025-02-03 01:01:50,21.644271383615624,16.331118696411433,24.547616286248218
2025-02-03 01:01:51,21.610248062747296,16.337997683322914,24.39699148346622
2025-02-03 01:01:53,21.302276891210763,16.34379506565633,23.276769196443425
2025-02-03 01:01:55,21.203672306834427,16.35143485090688,22.88394852415994
2025-02-03 01:01:57,21.260850350627766,16.35715332594229,23.064444478067113
2025-02-03 01:01:58,21.551743854049494,16.363543963721742,24.073225468262553
2025-02-03 01:02:00,21.358323242957837,16.370592257135655,23.352633673931837
2025-02-03 01:02:02,21.168340155600447,16.383200585192075,22.605171379686002
2025-02-03 01:02:03,21.4250040119506,16.39589692304663,23.473074199187053
2025-02-03 01:02:05,21.3357777933196,16.408127099113234,23.09571622811545
2025-02-03 01:02:07,21.148536065066946,16.41909788739609,22.362957715465317
2025-02-03 01:02:08,21.034177658923817,16.428486575820244,21.896226026928097
2025-02-03 01:02:10,21.11064348692014,16.438569130762193,22.131368752699075
2025-02-03 01:02:12,21.02349612046696,16.442982733958512,21.78759118018049
2025-02-03 01:02:13,21.01025805809268,16.443746405274187,21.734676652672412
2025-02-03 01:02:15,20.93233360145748,16.442837349964233,21.447662439225844
2025-02-03 01:02:17,20.824571237722903,16.44159483025104,21.047138773893554
2025-02-03 01:02:19,21.369681815258414,16.43061576438213,23.11249223818431
2025-02-03 01:02:20,21.33052968283411,16.4192585465234,23.024609371342
2025-02-03 01:02:22,20.98063041374166,16.411060209108562,21.779947096538017
2025-02-03 01:02:24,21.071678550447142,16.404924213770276,22.147045976922602
2025-02-03 01:02:25,21.049995629832168,16.39858028319462,22.096989607188032
2025-02-03 01:02:27,20.374090328694724,16.3925222280137,19.542311025653063
2025-02-03 01:02:29,21.1580404018831,16.38619320278201,22.55335139012395
2025-02-03 01:02:30,20.551028628737974,16.3807995163294,20.292069987081057
2025-02-03 01:02:32,20.43782587839442,16.37644055657918,19.871904898204857
2025-02-03 01:02:34,20.364558284404126,16.373294448080788,19.59906903249644
2025-02-03 01:02:35,20.48041447997557,16.368738134749602,20.076138347913314
2025-02-03 01:02:37,20.260186045556626,16.364462178422453,19.22847035251468
2025-02-03 01:02:39,20.718227164831,16.358432454773194,21.04328075646606
2025-02-03 01:02:40,20.624093688331953,16.35138478715616,20.717074726988226
2025-02-03 01:02:42,20.05360829159572,16.343246184898433,18.502216921491698
2025-02-03 01:02:44,19.983790644757715,16.33614543832751,18.25301951603001
2025-02-03 01:02:45,20.102975598203685,16.32936020716738,18.771427008912546
2025-02-03 01:02:47,20.47196028122684,16.317996646003873,20.290991083214564
2025-02-03 01:02:49,20.197975956682992,16.30767577623037,19.260841723922457
2025-02-03 01:02:50,20.26603069041175,16.296793225308157,19.585667887997012
2025-02-03 01:02:52,20.695039163689803,16.285775104024623,21.30589860105891
2025-02-03 01:02:54,19.878114367538622,16.277726673408814,18.112320049880164
2025-02-03 01:02:55,20.102564896429747,16.27134843778579,19.058346426850186
2025-02-03 01:02:57,19.41613876696351,16.269304698943884,16.20731138043756
2025-02-03 01:02:59,20.348592154564813,16.26388211205336,20.07367394994512
2025-02-03 01:03:00,20.704386027002002,16.253691692484857,21.496384044968497
2025-02-03 01:03:02,20.653838747098636,16.28043222090087,21.174787794894172
2025-02-03 01:03:04,20.860953680151873,16.265023281116655,22.031257388812527
2025-02-03 01:03:05,20.901850885156563,16.24855242091091,22.262614396269512
2025-02-03 01:03:07,20.812721013527657,16.23349950266307,22.00203187218158
2025-02-03 01:03:09,20.954031818683696,16.221337254003693,22.586080834620514
2025-02-03 01:03:10,20.94955832549407,16.209745732102533,22.624880771942262
2025-02-03 01:03:12,20.732857185549804,16.200950213788477,21.85857420037569
2025-02-03 01:03:14,20.78585260749005,16.193504937587598,22.093621833186813
2025-02-03 01:03:15,21.03327244467766,16.186730572536998,23.042262609815857
2025-02-03 01:03:17,20.99934265922828,16.18199539507824,22.9404669580599
2025-02-03 01:03:19,21.075818090454526,16.179840890187865,23.23030678692422
2025-02-03 01:03:21,20.97094617932303,16.178926999174717,22.850753319242962
2025-02-03 01:03:22,21.046705300426318,16.18196080557774,23.114042912693023
2025-02-03 01:03:24,21.261184437711968,16.18635828028164,23.86897198647535
2025-02-03 01:03:26,21.012171493257398,16.19264042763766,22.93685384762008
2025-02-03 01:03:27,20.791945232980463,16.20179327597248,22.0765873783037
2025-02-03 01:03:29,20.876559463015646,16.211220223342497,22.347261041447652
2025-02-03 01:03:31,21.34484594001309,16.223880151196532,23.991579996446756
2025-02-03 01:03:32,20.990091581478943,16.23624493048382,22.64805102227272
2025-02-03 01:03:34,21.20794257712707,16.2512551807623,23.371844667811374
2025-02-03 01:03:36,20.811832288712836,16.26674160557888,21.838974195457826
2025-02-03 01:03:37,21.283662587704207,16.281294056991396,23.503325661640265
2025-02-03 01:03:39,20.959552695661504,16.296090284735545,22.249818393744953
2025-02-03 01:03:41,21.09589272167232,16.307914716858807,22.69625688745899
2025-02-03 01:03:42,21.5211771497207,16.32043128033578,24.16571283812148
2025-02-03 01:03:44,21.13662876240914,16.334104202673142,22.721336565635966
2025-02-03 01:03:45,21.105909079255422,16.348288913080367,22.54165005785619
2025-02-03 01:03:47,21.121004388938395,16.363913980352066,22.52303120147893
2025-02-03 01:03:49,19.40380604179721,16.38101370953561,15.578347494044662
2025-02-03 01:03:50,19.941965037992716,16.402202281777985,17.750320740563442
2025-02-03 01:03:52,19.746071332154013,16.420341687148362,16.84248774889269
2025-02-03 01:03:54,19.011513357078275,16.438698869834372,13.53292838355767
2025-02-03 01:03:56,19.694656591400346,16.456504611684323,16.441779346028092
2025-02-03 01:03:57,19.38554714889976,16.470992549127164,15.034678038159033
2025-02-03 01:03:59,18.841223043575784,16.4856265816971,12.502354313362165
2025-02-03 01:09:01,22.76389166894281,16.457,27.705683020568127
2025-02-03 01:10:02,18.65221951053471,16.578,11.120496996956307
2025-02-03 01:11:04,23.165396071528203,16.318,29.558726517713644
2025-02-03 01:12:05,19.97316557250557,16.48,17.48929362160875
